index,full_name,short_name,description,output_type,parameters
40,ee.Algorithms.TemporalSegmentation.LandTrendrFit,ee.Algorithms.TemporalSegmentation.LandTrendrFit,"Interpolates a time series using a set of LandTrendr breakpoint years. For each input band in the timeSeries, outputs a new 1D array-valued band containing the input values interpolated between the breakpoint times identified by the vertices image.  See the LandTrendr Algorithm for more details.",Image,"[{'name': 'timeSeries', 'type': 'ImageCollection', 'details': 'Time series to interpolate.'}, {'name': 'vertices', 'type': 'Image', 'details': 'Vertices image. A 1D array of LandTrendr breakpoint years.'}, {'name': 'spikeThreshold', 'type': 'Float, default: 0.9', 'details': 'Threshold for dampening input spikes (1.0 means no dampening).'}, {'name': 'minObservationsNeeded', 'type': 'Integer, default: 6', 'details': 'Min observations needed.'}]"
41,ee.Algorithms.TemporalSegmentation.StructuralChangeBreakpoints,ee.Algorithms.TemporalSegmentation.StructuralChangeBreakpoints,"Runs breakpoint detection, similar to R's strucchange::breakpoints function.",Image,"[{'name': 'collection', 'type': 'ImageCollection', 'details': 'Collection of images on which to detect breakpoints.'}, {'name': 'breakpointBand', 'type': 'String, default: null', 'details': 'The name of the band to use for breakpoint detection. Optional only if the images have only a single band.'}, {'name': 'seasonalModelOrder', 'type': 'Integer, default: 3', 'details': 'The order of the harmonic seasonal model.'}, {'name': 'minSpacing', 'type': 'Float, default: 0.15', 'details': 'The minimum spacing between breakpoints. If this is between 0 and 1 (exclusive), it will be interpreted as a fraction of the number of images in the collection. Otherwise, it will be interpreted as a number of samples.'}, {'name': 'maxBreaks', 'type': 'Integer, default: 0', 'details': 'The maximum number of breakpoints.'}, {'name': 'dateFormat', 'type': 'Integer, default: 1', 'details': ""The time representation to use in the results: 1 = fractional years,  2 = unix time in milliseconds. This affects the values in the tStart and tEnd bands and the 't' values used in the harmonic model. The fractional years used here and in that model are defined as the fractional number of 365.25-day years since 1 Jan 1970.""}]"
42,ee.Algorithms.TemporalSegmentation.VCT,ee.Algorithms.TemporalSegmentation.VCT,"Vegetation Change Tracker, an automated approach for reconstructing recent forest disturbance history using dense Landsat time series stacks.",Image,"[{'name': 'timeSeries', 'type': 'ImageCollection', 'details': 'Collection from which to extract VCT disturbances, containing the bands: B3, B4, B5, B7, thermal, NDVI, DNBR and COMP.  This collection is expected to contain 1 image for each year, sorted by time.'}, {'name': 'landCover', 'type': 'ImageCollection', 'details': 'Collection from which to extract VCT masks. This collection is expected to contain 1 image for each image in the timeSeries, sorted by time.'}, {'name': 'maxUd', 'type': 'Float, default: 4', 'details': 'Maximum Z-score composite value for detecting forest.'}, {'name': 'minNdvi', 'type': 'Float, default: 0.45', 'details': 'Minimum NDVI value for forest.'}, {'name': 'forThrMax', 'type': 'Float, default: 3', 'details': 'Maximum threshold for forest.'}, {'name': 'nYears', 'type': 'Integer, default: 30', 'details': 'Maximum number of years.'}]"
43,ee.Algorithms.TemporalSegmentation.Verdet,ee.Algorithms.TemporalSegmentation.Verdet,"Vegetation Regeneration and Disturbance Estimates through Time, forest change detection algorithm. This algorithm generates a yearly clear-sky composite from satellite imagery, calculates a spectral vegetation index for each pixel in that composite, spatially segments the vegetation index image into patches, temporally divides the time series into differently sloped segments, and then labels those segments as disturbed, stable, or regenerating. Segmentation at both the spatial and temporal steps are performed using total variation regularization.",Image,"[{'name': 'timeSeries', 'type': 'ImageCollection', 'details': 'Collection from which to extract VeRDET scores. This collection is expected to contain 1 image for each year, sorted temporally.'}, {'name': 'tolerance', 'type': 'Float, default: 0.0001', 'details': 'Convergence tolerance.'}, {'name': 'alpha', 'type': 'Float, default: 0.03333333333333333', 'details': 'Regularization parameter for segmentation.'}, {'name': 'nRuns', 'type': 'Integer, default: 100', 'details': 'Maximum number of runs for convergence.'}]"
44,ee.Algorithms.Terrain,ee.Algorithms.Terrain,"Calculates slope, aspect, and a simple hillshade from a terrain DEM.",Image,"[{'name': 'input', 'type': 'Image', 'details': 'An elevation image, in meters.'}]"
45,ee.apply,apply,Call a function with a dictionary of named arguments.,ComputedObject,"[{'name': 'func', 'type': 'Function|String', 'details': 'The function to call. Either an ee.Function object or the name of an API function.'}, {'name': 'namedArgs', 'type': 'Object', 'details': 'A dictionary of arguments to the function.'}]"
46,ee.Array,ee.Array,Returns an array with the given coordinates.,Array,"[{'name': 'values', 'type': 'Object', 'details': 'An existing array to cast, or a number/list of numbers/nested list of numbers of any depth to create an array from. For nested lists, all inner arrays at the same depth must have the same length, and numbers may only be present at the deepest level.'}, {'name': 'pixelType', 'type': 'PixelType, default: null', 'details': ""The type of each number in the values argument. If the pixel type is not provided, it will be inferred from the numbers in 'values'. If there aren't any numbers in 'values', this type must be provided.""}]"
47,ee.Array.abs,abs,"On an element-wise basis, computes the absolute value of the input.",Array,"[{'name': 'input', 'type': 'Array', 'details': 'The input array.'}]"
48,ee.Array.accum,accum,"Accumulates elements of an array along the given axis, by setting each element of the result to the reduction of elements along that axis up to and including the current position. May be used to make a cumulative sum, a monotonically increasing sequence, etc.",Array,"[{'name': 'array', 'type': 'Array', 'details': 'Array to accumulate.'}, {'name': 'axis', 'type': 'Integer', 'details': 'Axis along which to perform the accumulation.'}, {'name': 'reducer', 'type': 'Reducer, default: null', 'details': 'Reducer to accumulate values. Default is SUM, to produce the cumulative sum of each vector along the given axis.'}]"
49,ee.Array.acos,acos,"On an element-wise basis, computes the arc cosine in radians of the input.",Array,"[{'name': 'input', 'type': 'Array', 'details': 'The input array.'}]"
50,ee.Array.add,add,"On an element-wise basis, adds the first value to the second.",Array,"[{'name': 'left', 'type': 'Array', 'details': 'The left-hand value.'}, {'name': 'right', 'type': 'Array', 'details': 'The right-hand value.'}]"
51,ee.Array.and,and,"On an element-wise basis, returns 1 iff both values are non-zero.",Array,"[{'name': 'left', 'type': 'Array', 'details': 'The left-hand value.'}, {'name': 'right', 'type': 'Array', 'details': 'The right-hand value.'}]"
52,ee.Array.argmax,argmax,"Returns the position, as a list of indices in each array axis, of the maximum value in an array, or null if the array is empty. If there are multiple occurrences of the maximum, returns the position of the first.",List,"[{'name': 'array', 'type': 'Array', 'details': ''}]"
53,ee.Array.asin,asin,"On an element-wise basis, computes the arc sine in radians of the input.",Array,"[{'name': 'input', 'type': 'Array', 'details': 'The input array.'}]"
54,ee.Array.atan,atan,"On an element-wise basis, computes the arc tangent in radians of the input.",Array,"[{'name': 'input', 'type': 'Array', 'details': 'The input array.'}]"
55,ee.Array.atan2,atan2,"On an element-wise basis, calculates the angle formed by the 2D vector [x, y].",Array,"[{'name': 'left', 'type': 'Array', 'details': 'The left-hand value.'}, {'name': 'right', 'type': 'Array', 'details': 'The right-hand value.'}]"
56,ee.Array.bitCount,bitCount,"On an element-wise basis, calculates the number of one-bits in the 64-bit two's complement binary representation of the input.",Array,"[{'name': 'input', 'type': 'Array', 'details': 'The input array.'}]"
57,ee.Array.bitsToArray,bitsToArray,"Convert the bits of an integer to an Array.  The array has as many elements as the position of the highest set bit, or a single 0 for a value of 0.",Array,"[{'name': 'input', 'type': 'Number', 'details': ''}]"
58,ee.Array.bitwiseAnd,bitwiseAnd,"On an element-wise basis, calculates the bitwise AND of the input values.",Array,"[{'name': 'left', 'type': 'Array', 'details': 'The left-hand value.'}, {'name': 'right', 'type': 'Array', 'details': 'The right-hand value.'}]"
59,ee.Array.bitwiseNot,bitwiseNot,"On an element-wise basis, calculates the bitwise NOT of the input, in the smallest signed integer type that can hold the input.",Array,"[{'name': 'input', 'type': 'Array', 'details': 'The input array.'}]"
60,ee.Array.bitwiseOr,bitwiseOr,"On an element-wise basis, calculates the bitwise OR of the input values.",Array,"[{'name': 'left', 'type': 'Array', 'details': 'The left-hand value.'}, {'name': 'right', 'type': 'Array', 'details': 'The right-hand value.'}]"
61,ee.Array.bitwiseXor,bitwiseXor,"On an element-wise basis, calculates the bitwise XOR of the input values.",Array,"[{'name': 'left', 'type': 'Array', 'details': 'The left-hand value.'}, {'name': 'right', 'type': 'Array', 'details': 'The right-hand value.'}]"
62,ee.Array.byte,byte,"On an element-wise basis, casts the input value to an unsigned 8-bit integer.",Array,"[{'name': 'input', 'type': 'Array', 'details': 'The input array.'}]"
63,ee.Array.cat,cat,Concatenates multiple arrays into a single array along the given axis.  Each array must have the same dimensionality and the same length on all axes except the concatenation axis.,Array,"[{'name': 'arrays', 'type': 'List', 'details': 'Arrays to concatenate.'}, {'name': 'axis', 'type': 'Integer, default: 0', 'details': 'Axis to concatenate along.'}]"
64,ee.Array.cbrt,cbrt,"On an element-wise basis, computes the cubic root of the input.",Array,"[{'name': 'input', 'type': 'Array', 'details': 'The input array.'}]"
65,ee.Array.ceil,ceil,"On an element-wise basis, computes the smallest integer greater than or equal to the input.",Array,"[{'name': 'input', 'type': 'Array', 'details': 'The input array.'}]"
66,ee.Array.cos,cos,"On an element-wise basis, computes the cosine of the input in radians.",Array,"[{'name': 'input', 'type': 'Array', 'details': 'The input array.'}]"
